% defaults limit 1000 minin 35 minex 25 flank 99 pop 100 gen 100 die 0.5 mut 0.1
% gid,fitness,wacc,wdon,wexs,wins,wexl,winl,winf
2_19,0.2193,0.9976,0.9993,0.9804,0.8505,0.9954,0.9949,0.9327
2_224,0.8723,0.8652,0.0215,0.9770,0.4199,0.0024,0.6354,0.9965
2_80,0.4448,0.9845,0.9977,0.9860,0.9828,0.0132,0.4783,0.9910
1_427,0.4073,0.5247,0.9468,0.6851,0.9946,0.0009,0.0016,0.9969
1_72,0.0423,0.3686,0.9926,0.9951,0.9928,0.0104,0.9692,0.9985
1_326,0.5508,0.4815,0.8037,0.9987,0.3970,0.0030,0.2142,0.9978
3_22,0.3045,0.9983,0.9994,0.9997,0.0021,0.0026,0.9983,0.7744
2_314,0.7311,0.5590,0.9978,0.9718,0.9918,0.0001,0.0022,0.9956
1_435,0.1593,0.0100,0.0008,0.3419,0.0844,0.0046,0.0091,0.9995
2_40,0.3049,0.4304,0.9860,0.9989,0.2144,0.0007,0.3979,0.9988
1_211,0.2056,0.1710,0.0001,0.5789,0.9993,0.0012,0.0081,0.9983
2_117,0.9856,0.9996,0.9963,0.8165,0.6570,0.9928,0.9964,0.9932
2_197,1.1554,0.9486,0.9950,0.0002,0.1365,0.9960,0.9889,0.9976
1_397,1.2646,0.1371,0.5568,0.9975,0.4568,0.0007,0.0009,0.9997
1_138,0.7840,0.3220,0.1984,0.9986,0.6275,0.0104,0.2717,0.9998
1_66,1.2754,0.1664,0.9987,0.0110,0.7068,0.4734,0.0764,0.9979
2_188,0.5788,0.6065,0.9974,0.9996,0.7640,0.7482,0.4830,0.9950
1_35,0.0449,0.5771,0.9946,0.9956,0.0031,0.0024,0.0116,0.9986
2_329,0.2054,0.9971,0.9988,0.9986,0.7347,0.0073,0.0074,0.9941
1_67,0.0469,0.9990,0.9963,0.9916,0.9995,0.9915,0.7053,0.9820
3_70,0.3305,0.5268,0.9965,0.1625,0.9993,0.8708,0.0032,0.9934
1_348,0.6053,0.2990,0.3513,0.9940,0.5305,0.0061,0.0094,0.9958
1_573,0.5150,0.5412,0.0006,0.4247,0.9943,0.4915,0.0017,0.9991
2_144,0.4040,0.9817,0.9964,0.8247,0.5162,0.9965,0.0086,0.9787
1_395,1.3792,0.5166,0.8287,0.9998,0.9179,0.0022,0.0014,0.9979
1_269,0.3388,0.9948,0.2404,0.9991,0.9983,0.0052,0.3065,0.9998
1_179,0.2296,0.7108,0.4463,0.7621,0.9993,0.0033,0.0010,0.9980
1_210,0.2297,0.3569,0.9985,0.9954,0.8319,0.0008,0.0122,0.9949
1_384,0.9458,0.4426,0.5188,0.8853,0.9976,0.9863,0.0037,0.9997
1_570,1.9998,0.0221,0.5605,0.0177,0.4991,0.1121,0.5516,0.0085
1_604,0.0778,0.0038,0.0357,0.9994,0.3127,0.0027,0.0003,0.9972
2_293,0.3464,0.4820,0.8601,0.9984,0.7713,0.0006,0.1286,0.9985
2_241,0.6011,0.0848,0.9942,0.9987,0.5117,0.0025,0.0097,0.9891
1_24,0.0565,0.9088,0.8151,0.9347,0.2897,0.2520,0.2425,0.8425
2_81,0.0561,0.3362,0.0467,0.9936,0.0984,0.0185,0.0081,0.9866
1_351,0.5948,0.9918,0.7788,0.7081,0.1092,0.0035,0.0026,0.9974
2_26,0.3766,0.5632,0.9969,0.9969,0.5192,0.9929,0.4085,0.9996
1_69,0.1753,0.9969,0.9989,0.3324,0.9982,0.0030,0.8756,0.9969
2_272,0.4593,0.6519,0.8062,0.9826,0.7081,0.0032,0.0063,0.9976
3_29,0.1797,0.9984,0.9002,0.9889,0.2508,0.9947,0.8303,0.9903
1_83,0.1736,0.9689,0.2538,0.9963,0.7609,0.9993,0.0629,0.9868
1_577,0.1719,0.5690,0.9945,0.9989,0.9980,0.0006,0.0023,0.9997
1_443,0.3456,0.9976,0.9949,0.9992,0.7887,0.0018,0.0003,0.9961
1_297,1.5807,0.9618,0.9909,0.0115,0.9993,0.0004,0.2575,0.0016
4_0,0.3885,0.4021,0.9914,0.7992,0.7884,0.0056,0.9922,0.0161
2_315,0.1525,0.9970,0.6957,0.9987,0.1987,0.0034,0.0066,0.9966
1_530,1.5776,0.9921,0.0030,0.0005,0.3945,0.0051,0.9993,0.9964
4_2,0.2017,0.5662,0.7343,0.9945,1.0000,0.0020,0.2737,0.9979
3_75,0.7985,0.0865,0.9893,0.6636,0.0109,0.0008,0.0160,0.9931
2_42,0.6949,0.9980,0.9982,0.9988,0.9956,0.9973,0.9912,0.7399
1_372,0.4928,0.0299,0.6680,0.9883,0.9924,0.0019,0.0003,0.9969
1_457,0.6634,0.5307,0.7450,0.9999,0.9991,0.0020,0.0008,0.9989
1_318,1.3505,0.4110,0.9891,0.0049,0.7200,0.9997,0.0031,0.9921
2_45,0.6429,0.5832,0.6977,0.9987,0.6427,0.9995,0.9983,0.9964
1_248,0.0372,0.1602,0.9980,0.9842,0.9978,0.0022,0.0050,0.9854
2_165,0.2633,0.9935,0.9973,0.9925,0.0010,0.6487,0.3662,0.9972
1_261,0.2571,0.8660,0.8661,0.1927,0.9954,0.0014,0.0062,0.9874
2_154,0.7804,0.6819,0.0022,0.2578,0.9959,0.9959,0.8721,0.9996
2_273,0.0597,0.3075,0.3698,0.9184,0.5208,0.0124,0.0025,0.9970
3_57,0.7486,0.9866,0.0099,0.8255,0.1044,0.1286,0.0083,0.9984
2_281,1.3887,0.9927,0.9969,0.0039,0.2165,0.9923,0.0124,0.9984
3_24,0.3630,0.9851,0.9969,0.5015,0.3211,0.9949,0.5726,0.9892
2_233,0.8993,0.3310,0.0041,0.9836,0.9946,0.0089,0.5715,0.9935
1_97,0.0052,0.9927,0.9965,0.0061,0.9989,0.0202,0.0215,0.9848
2_311,0.2954,0.6675,0.9727,0.9892,0.7871,0.0087,0.2083,0.9985
2_65,0.1333,0.5615,0.9353,0.9985,0.6134,0.9957,0.3144,0.9880
1_526,1.5780,0.7341,0.9972,0.5418,0.0027,0.9977,0.6500,0.9978
1_587,1.9977,0.0994,0.6795,0.3196,0.4026,0.9495,0.1617,0.9134
3_74,0.6355,0.1652,0.8098,0.9973,0.7278,0.0002,0.0024,0.9990
1_182,0.1615,0.8736,0.6669,0.9905,0.1132,0.0029,0.2737,0.9999
1_134,0.2574,0.0736,0.6326,0.9971,0.0601,0.0046,0.0021,0.9990
2_67,0.3611,0.4215,0.9988,0.7832,0.9927,0.0182,0.0013,0.9998
2_173,0.1781,0.4930,0.9954,0.9923,0.3053,0.0039,0.0024,0.9975
1_528,1.5519,0.9980,0.9973,0.0396,0.8455,0.0043,0.0001,0.9964
2_153,0.1467,0.9924,0.9977,0.1615,0.5202,0.0056,0.9899,0.9967
1_422,1.3885,0.2001,0.0039,0.9970,0.0002,0.9946,0.9972,0.9996
2_32,0.1450,0.9997,0.9961,0.1622,0.9976,0.7443,0.9964,0.9982
1_109,0.0551,0.7582,0.9988,0.5989,0.9999,0.0008,0.0376,0.9953
1_63,0.1498,0.9992,0.9989,0.9997,0.0001,0.9835,0.9996,0.9975
2_313,1.2584,0.9923,0.6646,0.7037,0.9970,0.6179,0.0024,0.9938
2_161,1.2033,0.9961,0.9876,0.8252,0.8542,0.8982,0.0005,0.9947
2_10,0.4206,0.6827,0.8739,0.9503,0.0110,0.9755,0.0230,0.9566
2_324,0.1271,0.6218,0.9908,0.9971,0.8442,0.0000,0.9836,0.9982
3_19,0.6093,0.9986,0.9993,0.6850,0.8277,0.0087,0.9969,0.9992
1_458,1.1269,0.9981,0.9994,0.4814,0.9908,0.3945,0.4099,0.9961
2_217,0.4059,0.9979,0.0152,0.9995,0.9994,0.9986,0.0155,0.9997
1_597,1.4242,0.9987,0.8619,0.7202,0.9995,0.0028,0.0009,0.9992
2_114,0.0568,0.7630,0.9255,0.9950,0.9903,0.0023,0.5035,1.0000
1_140,1.2934,0.9978,0.9996,0.0072,0.1600,0.0015,0.9933,0.9938
1_119,1.4001,0.3706,0.9929,0.0016,0.2063,0.9913,0.9889,0.9961
1_385,0.1694,0.9999,0.9973,0.9957,0.9962,0.0045,0.0006,0.9960
1_90,0.0575,0.9956,0.9971,0.9976,0.3804,0.0042,0.9914,0.9983
1_406,0.5379,0.6654,0.9791,0.9990,0.0031,0.6655,0.0053,0.9955
1_479,1.3049,0.8112,0.0035,0.9639,0.9944,0.9968,0.0013,0.9947
3_30,0.5205,0.6982,0.9405,0.2497,0.6075,0.9838,0.9999,0.9985
2_44,0.1064,0.5371,0.9986,0.9970,0.3807,0.9977,0.0082,0.9969
1_15,0.0176,0.9931,0.9983,0.9939,0.0040,0.0018,0.9989,0.9990
2_73,0.0959,0.9980,0.9957,0.8881,0.9984,0.0158,0.7733,0.9977
1_216,0.7206,0.4271,0.9948,0.9980,0.2665,0.2456,0.1790,0.9974
2_36,0.1723,0.8529,0.9975,0.9920,0.2477,0.2528,0.0184,0.9994
2_30,0.2877,0.4839,0.9512,0.9990,0.7470,0.0014,0.0031,0.9979
2_111,0.4668,0.4378,0.5162,0.9991,0.7102,0.0004,0.1720,0.9950
1_365,0.3371,0.4004,0.9905,0.9957,0.5555,0.0014,0.0002,0.9996
2_55,0.0830,0.9979,0.9941,0.9952,0.3811,0.9983,0.7939,0.9972
2_4,0.0355,0.9977,0.9968,0.6019,0.7229,0.9803,0.9960,0.9949
1_268,0.6678,0.9902,0.9889,0.9861,0.6617,0.0022,0.0456,0.9971
1_293,0.0209,0.9977,0.8199,0.9955,0.9063,0.0097,0.0112,0.9966
2_96,0.5194,0.1642,0.2105,0.9976,0.9973,0.4180,0.4223,0.9923
1_115,0.0377,0.6367,0.9980,0.8125,0.9977,0.0054,0.0040,0.9925
1_118,0.0145,0.3224,0.9934,0.9979,0.9980,0.0026,0.0001,0.9993
2_53,0.2716,0.4551,0.9941,0.9959,0.9999,0.9968,0.0046,0.9915
3_50,0.6681,0.9956,0.9947,0.9975,0.9956,0.0029,0.3543,0.9902
1_563,1.9369,0.5313,0.3079,0.7702,0.7123,0.5380,0.0972,0.8832
1_317,0.8864,0.7596,0.0048,0.0060,0.9989,0.0050,0.9235,0.9988
2_148,0.6893,0.6016,0.9998,0.0005,0.9930,0.0058,0.0072,0.9974
1_295,0.5572,0.2859,0.9999,0.9923,0.5897,0.0026,0.1592,0.9978
1_452,0.3728,0.7028,0.4952,0.9958,0.4005,0.0059,0.0060,0.9955
2_134,0.3481,0.3919,0.2236,0.9930,0.8184,0.2962,0.0068,0.9982
2_206,0.0290,0.8879,0.6918,0.9988,0.9996,0.4351,0.0002,0.9994
1_324,1.2391,0.0673,0.1055,0.8449,0.9988,0.0008,0.3442,0.9965
2_218,0.7361,0.9964,0.5318,0.0003,0.8462,0.9971,0.1524,0.9983
1_382,0.2080,0.4232,0.9962,0.9964,0.9104,0.0023,0.0008,0.9949
2_237,1.0732,0.9935,0.9987,0.0003,0.4710,0.0316,0.0018,0.9970
2_34,0.6752,0.2219,0.8692,0.9919,0.7747,0.9452,0.0857,0.9403
3_53,0.6479,0.9924,0.9925,0.9970,0.9668,0.9969,0.0043,0.9979
2_14,0.4799,0.9930,0.9061,0.5080,0.2825,0.0941,0.1842,0.9999
2_191,1.0747,0.7337,0.0017,0.9996,0.0032,0.4205,0.7411,0.9979
2_29,0.0601,0.6348,0.9975,0.9600,0.9991,0.9978,0.5984,0.9916
1_80,0.0272,0.4475,0.6279,0.9996,0.9985,0.0082,0.0095,0.9980
1_177,0.0527,0.7465,0.0046,0.9952,0.7704,0.2207,0.0010,0.9931
1_343,0.7592,0.2046,0.8087,0.9968,0.5022,0.0079,0.0085,0.9968
1_508,0.8363,0.6833,0.4985,0.9991,0.9403,0.0127,0.0001,0.9920
1_521,0.2788,0.9957,0.9928,0.9990,0.9994,0.0007,0.4625,0.9880
3_39,0.2729,0.9821,0.9999,0.0169,0.6052,0.9995,0.9936,0.9938
3_48,0.2303,0.9999,0.9891,0.9975,0.9868,0.9927,0.1521,0.9988
2_232,0.3155,0.3841,0.1430,0.9980,0.7928,0.0066,0.6165,0.9888
2_155,0.5339,0.5199,0.2774,0.0698,0.9961,0.0034,0.0028,0.9988
3_40,0.6577,0.9964,0.9987,0.6427,0.3753,0.9866,0.5566,0.9961
3_9,0.7599,0.0109,0.9965,0.9999,0.9922,0.9953,0.6193,0.9974
2_285,0.1883,0.9953,0.9969,0.9933,0.6399,0.6772,0.1162,0.9961
1_151,0.0132,0.9935,0.9954,0.0056,0.9913,0.9884,0.3893,0.9962
2_192,1.0200,0.9999,0.9873,0.4123,0.8222,0.4087,0.0022,0.9980
1_100,0.4094,0.9963,0.9965,0.5597,0.0025,0.0005,0.2083,0.9953
1_73,0.1190,0.9960,0.8931,0.9976,0.6314,0.9942,0.0557,0.9983
2_63,0.3239,0.9933,0.9943,0.3244,0.2736,0.9998,0.0016,0.9978
1_294,0.2922,0.5636,0.5229,0.9996,0.4797,0.0013,0.0013,0.9994
2_321,0.1276,0.7096,0.9968,0.4458,0.9992,0.9868,0.2507,0.9976
2_31,0.0594,0.9997,0.9978,0.0209,0.9916,0.0159,0.4562,0.9999
2_301,0.1017,0.9934,0.9970,0.9999,0.9982,0.0050,0.8320,0.9977
1_418,0.9580,0.7836,0.9933,0.0025,0.9968,0.9901,0.0043,0.9968
3_4,0.2268,0.9941,0.0522,0.9925,0.9983,0.9981,0.9908,0.9985
2_23,0.9978,0.4268,0.4553,0.6942,0.7891,0.9979,0.0063,0.9990
2_271,0.1556,0.9958,0.9975,0.5443,0.9915,0.9925,0.2944,0.9954
2_187,0.2331,0.7374,0.9335,0.9927,0.5256,0.0097,0.0047,0.9902
1_404,1.8752,0.1123,0.5132,0.3700,0.2776,0.0128,0.0188,0.9951
2_182,0.4152,0.2604,0.2631,0.8100,0.0274,0.2812,0.1656,1.0000
1_288,0.7302,0.4670,0.7937,0.8525,0.9983,0.0021,0.0005,0.9973
3_16,0.0451,0.9990,0.9146,0.9744,0.9997,0.0058,0.9937,0.9975
1_238,0.6448,0.5890,0.6557,0.9982,0.8432,0.0075,0.0014,0.9989
2_292,0.9557,0.2253,0.0017,0.0253,0.1303,0.4547,0.0065,0.9915
1_273,0.1306,0.1192,0.6725,0.9419,0.9984,0.0011,0.0001,0.9981
1_76,0.1223,0.9944,0.9968,0.9984,0.3711,0.0029,0.1278,0.9991
2_74,0.1840,0.8688,0.9991,0.9952,0.5101,0.2452,0.9972,0.9966
2_195,0.1481,0.9965,0.9969,0.9923,0.9949,0.0011,0.0059,0.9936
1_7,0.1355,0.3539,0.8235,0.2930,0.9986,0.9880,0.0859,0.9994
1_464,0.0642,0.4817,0.0045,0.9998,0.3667,0.0054,0.0055,0.9990
3_60,0.2843,0.2386,0.9912,0.9959,0.7715,0.1524,0.4381,0.9883
2_61,0.5147,0.9440,0.9977,0.6883,0.6498,0.5497,0.1950,0.7280
1_591,0.1474,0.8077,0.9926,0.3178,0.9978,0.0040,0.0162,0.9988
1_64,0.0890,0.8976,0.9965,0.3685,0.2397,0.9939,0.0005,0.9898
1_190,0.0260,0.8147,0.9950,0.9946,0.6769,0.7940,0.7277,0.9979
1_5,0.6699,0.7003,0.7934,0.6117,0.5378,0.2602,0.3973,0.8714
2_289,0.5956,0.7589,0.9994,0.9833,0.9918,0.0045,0.0045,0.9922
1_29,0.0034,0.9987,0.9998,0.9949,0.9990,0.5451,0.0733,0.9880
1_579,0.9997,0.9938,0.0081,0.9766,0.3083,0.0024,0.0023,0.9988
3_37,0.2134,0.9847,0.9969,0.4658,0.9954,0.0014,0.9942,0.9986
1_84,0.0891,0.9893,0.9972,0.9913,0.0014,0.0047,0.6796,0.9980
2_2,0.0916,0.3145,0.0039,0.9998,0.9996,0.8300,0.0961,0.9980
2_126,0.4994,0.6606,0.9968,0.9970,0.4885,0.6494,0.1321,0.9991
1_453,0.6300,0.6364,0.6197,0.9947,0.4732,0.0028,0.0016,0.9967
1_170,1.0126,0.8247,0.9994,0.0004,0.9966,0.9993,0.4862,0.9998
1_527,1.1977,0.0029,0.7022,0.0136,0.9998,0.9200,0.0008,0.9975
1_417,0.0813,0.6695,0.9750,0.0074,0.9983,0.0165,0.0048,0.9951
4_4,0.1619,0.9831,0.6284,0.9906,0.3485,0.9961,0.5247,0.9891
1_471,1.3773,0.0994,0.4522,0.1542,0.4751,0.0016,0.0136,0.9940
1_163,0.0004,0.9971,0.9998,0.9938,0.2093,0.0027,0.0012,0.9920
1_585,0.1502,0.5409,0.8054,0.3118,0.9965,0.0002,0.0034,0.9948
2_56,0.1051,0.9986,0.9994,0.9973,0.9960,0.0050,0.9979,0.9872
2_8,0.0139,0.8230,0.2820,0.9978,0.8171,0.4760,0.4014,0.9918
1_77,0.5686,0.9998,0.9997,0.9966,0.9943,0.9988,0.8587,0.9945
1_445,0.7996,0.5936,0.8584,0.9609,0.9863,0.0010,0.0033,0.9972
1_339,1.1138,0.8517,0.8688,0.9507,0.9629,0.9975,0.0059,0.9967
1_409,1.0751,0.0031,0.9968,0.9971,0.1983,0.9833,0.0029,0.9941
1_486,1.9984,0.2487,0.5062,0.6060,0.9507,0.0086,0.5389,0.3733
1_423,0.1481,0.4139,0.5779,0.9950,0.8967,0.0022,0.0013,0.9977
2_75,0.4127,0.9913,0.9987,0.0272,0.9963,0.0110,0.0152,0.9976
1_213,0.0085,0.9704,0.9845,0.9931,0.2744,0.9957,0.5345,0.9131
2_121,0.5336,0.9983,0.9967,0.8966,0.1105,0.0049,0.0669,0.9956
1_341,0.2832,0.9932,0.9941,0.9927,0.9980,0.9954,0.0055,0.9992
1_271,0.4544,0.9985,0.5977,0.8651,0.5102,0.0076,0.0055,0.9988
1_459,0.6818,0.7004,0.8616,0.9937,0.4658,0.0039,0.0023,0.9859
2_200,0.0195,0.9999,0.9950,0.9987,0.6180,0.0722,0.0027,0.9768
1_312,0.3641,0.6844,0.9983,0.9944,0.9858,0.0025,0.0295,0.9931
2_260,0.3694,0.9944,0.0570,0.0185,0.9919,0.0069,0.8211,0.9967
1_345,0.0987,0.9895,0.9889,0.9926,0.0072,0.0007,0.5150,0.9988
1_168,0.2111,0.5560,0.6278,0.9904,0.9988,0.0003,0.0088,0.9929
4_7,0.0811,0.9968,0.6306,0.9989,0.9933,0.0105,0.0205,0.9816
1_540,0.1046,0.6106,0.9989,0.2216,0.9987,0.0030,0.3569,0.9891
2_184,0.0994,0.9442,0.9353,0.8025,0.9914,0.7598,0.0046,0.9981
3_82,0.7667,0.7107,0.3240,0.9966,0.9996,0.0025,0.6806,0.9949
1_101,0.0734,0.9995,0.9918,0.9970,0.3448,0.0120,0.0010,0.9854
2_71,0.7356,0.9121,0.9976,0.9994,0.9952,0.0059,0.5177,0.9950
1_19,0.0321,0.9990,0.9971,0.5959,0.9986,0.2883,0.0087,0.9927
2_78,0.1630,0.9970,0.9948,0.6717,1.0000,0.0005,0.0007,0.9930
1_166,0.2940,0.5815,0.9761,0.6910,0.6039,0.0027,0.0098,0.9912
1_513,0.8816,0.0821,0.9986,0.2922,0.9121,0.0070,0.0048,0.9898
2_283,1.1154,0.0099,0.0259,0.8354,0.9491,0.0086,0.0048,0.9927
1_334,0.8635,0.3300,0.1053,0.9946,0.8024,0.0012,0.0009,0.9965
1_12,0.1303,0.9999,0.9955,0.9987,0.0011,0.0015,0.9983,0.9992
1_522,0.1295,0.2252,0.8751,0.9978,0.9993,0.0014,0.0098,0.9898
1_411,1.1638,0.9904,0.9992,0.4281,0.0273,0.0049,0.0030,0.9866
1_429,1.8795,0.0206,0.0441,0.0687,0.0622,0.0122,0.0008,0.9866
2_274,0.5427,0.9933,0.9938,0.9965,0.0972,0.1846,0.9745,0.9955
1_263,0.0842,0.9116,0.9934,0.9877,0.9995,0.0136,0.0014,0.9957
2_181,0.2171,0.3768,0.9073,0.9948,0.9992,0.0015,0.0054,0.9997
1_58,0.0517,0.9959,0.9928,0.9941,0.7984,0.9815,0.0011,0.9979
1_79,0.0181,0.5221,0.9978,0.9923,0.8380,0.9950,0.1690,0.9970
1_515,1.9805,0.5136,0.4230,0.0066,0.5713,0.3194,0.9281,0.1540
1_245,0.1153,0.8203,0.8584,0.8979,0.9989,0.5385,0.0002,0.9989
1_281,0.6801,0.2721,0.4798,0.3566,0.9968,0.0921,0.0035,0.9913
2_296,1.1094,0.4447,0.2286,0.4495,0.4153,0.0045,0.0003,0.9999
1_88,0.0234,0.9970,0.9962,0.0010,0.9975,0.0103,0.0002,0.9926
1_81,0.0067,0.9938,0.9917,0.9981,0.9994,0.0031,0.9964,0.9966
3_6,0.2952,0.6850,0.7811,0.9996,0.0024,0.0031,0.3893,0.9935
1_572,1.7745,0.0995,0.0047,0.1934,0.2536,0.0117,0.0112,0.9962
2_210,0.6389,0.6689,0.9960,0.9889,0.6099,0.0066,0.0445,0.9989
1_181,0.0812,0.0131,0.9979,0.9896,0.9841,0.0007,0.0209,0.9978
1_68,0.1186,0.9871,0.7990,0.9967,0.9986,0.9978,0.0564,0.9996
3_51,0.8782,0.7911,0.9952,0.8511,0.7852,0.9988,0.9995,0.9943
3_45,0.5563,0.7837,0.5143,0.9999,0.3923,0.4585,0.0082,0.9998
1_155,0.0502,0.9901,0.9642,0.4424,0.9995,0.9929,0.0001,0.9995
1_278,0.1451,0.6357,0.3245,0.9964,0.0107,0.0018,0.0065,0.9974
1_291,0.0784,0.9167,0.9952,0.9902,0.9921,0.0079,0.0012,0.9962
2_5,0.1262,0.7637,0.9920,0.9952,0.5408,0.2087,0.9139,0.9982
1_111,0.0647,0.6277,0.9928,0.9939,0.6469,0.0013,0.0067,0.9999
3_26,0.3772,0.3607,0.9072,0.9936,0.4560,0.0045,0.0012,0.9943
1_164,1.2290,1.0000,0.4957,0.6612,0.9899,0.2878,0.0008,0.9965
2_205,0.0681,0.5378,0.7242,0.9983,0.3367,0.0696,0.0012,0.9984
1_560,0.6475,0.0345,0.1693,0.0049,0.2740,0.0039,0.0038,0.9981
1_257,0.6275,0.3296,0.1740,0.9904,0.9979,0.0016,0.0185,0.9993
1_40,0.0063,0.5272,0.9826,0.9992,0.4358,0.0328,0.9291,0.9912
1_157,0.1492,0.9588,0.9986,0.9964,0.9816,0.0036,0.0083,0.9969
1_107,0.7214,0.9971,0.5339,0.5417,0.9983,0.0002,0.0158,0.9960
2_27,0.0735,0.9973,0.9873,0.9971,0.9366,0.9595,0.9957,0.9983
2_234,0.1805,0.8527,0.7095,0.9831,0.9970,0.0074,0.0075,0.9990
1_356,1.2084,0.0077,0.5816,0.1088,0.9978,0.6918,0.0034,0.9999
2_300,0.6662,0.4872,0.9945,0.9959,0.7111,0.0062,0.3051,0.9943
1_112,0.0053,0.9998,0.9991,0.9966,0.0003,0.9944,0.1378,0.9960
2_212,0.2127,0.9938,0.9969,0.0064,0.6274,0.0016,0.9965,0.9907
2_170,0.2099,0.9941,0.9963,0.9939,0.9967,0.9998,0.0097,0.7565
2_28,0.1231,0.9995,0.9991,0.5033,0.0925,0.9879,0.9990,0.9966
1_110,0.7709,0.4362,0.6212,0.9996,0.9824,0.0051,0.1704,0.9982
1_333,0.1732,0.4228,0.2077,0.9966,0.9903,0.0032,0.0818,0.9988
1_561,0.1280,0.7399,0.9838,0.9995,0.7757,0.0020,0.0353,0.9991
2_185,0.4253,0.9887,0.9956,0.6417,0.9824,0.2765,0.0028,0.9972
1_33,1.2999,0.9960,0.0005,0.0050,0.1883,0.9871,0.9914,0.9983
1_144,0.0318,0.9874,0.9830,0.9991,0.9999,0.0083,0.0016,0.9987
1_380,1.0642,0.3219,0.9959,0.6896,0.2808,0.0049,0.2912,0.9991
2_132,0.7448,0.5011,0.9942,0.8560,0.6912,0.9980,0.0939,0.9998
2_77,0.7860,0.9903,0.0011,0.9930,0.0055,0.9866,0.9904,0.9997
2_336,1.0046,0.1514,0.0128,0.0039,0.9957,0.0067,0.0060,0.9994
1_243,0.2168,0.0035,0.9990,0.9979,0.9951,0.0034,0.4057,0.9910
1_217,0.3189,0.4713,0.0483,0.9997,0.5105,0.0021,0.9972,0.9976
2_339,1.1656,0.9959,0.8402,0.9978,0.4539,0.0558,0.0026,0.9977
1_580,0.1499,0.4678,0.6143,0.6205,0.9976,0.0012,0.0017,0.9982
1_419,0.4866,0.2477,0.8805,0.9935,0.0651,0.0003,0.0046,0.9809
2_326,0.8302,0.9889,0.9999,0.7722,0.6260,0.7369,0.0038,0.9921
1_47,0.1089,0.9969,0.9975,0.8732,0.9980,0.9950,0.0041,0.9982
1_547,1.8807,0.5923,0.3141,0.0016,0.7771,0.8417,0.0016,0.9867
2_159,0.2929,0.6862,0.8410,0.4430,0.9979,0.9927,0.0055,0.9969
2_6,0.4164,0.8999,0.0048,0.9925,0.9979,0.9965,0.9971,0.9932
1_215,0.0511,1.0000,0.9927,0.9978,0.4155,0.2907,0.0004,0.9898
3_79,0.8463,0.9909,0.8114,0.9971,0.9934,0.9974,0.9964,0.9879
2_276,0.1358,0.0031,0.6598,0.9920,0.0107,0.9920,0.0095,0.9968
2_83,0.5467,0.9979,0.9981,0.6880,0.9996,0.9903,0.3984,0.9963
2_143,1.3643,0.9992,0.9913,0.0306,0.1864,1.0000,0.9994,0.0096
2_139,0.2569,0.7117,0.9713,0.9902,0.4150,0.0004,0.0089,0.9965
1_460,0.3452,0.9995,0.9950,0.9959,0.9966,0.0049,0.1583,0.9977
1_82,0.0109,0.9975,0.9890,0.9898,0.9971,0.0056,0.5569,0.9952
3_34,0.3359,0.9994,0.9922,0.2783,0.7298,0.1622,0.9869,0.9927
1_532,1.0578,0.0079,0.0506,0.1496,0.3778,0.0004,0.0036,0.9954
1_203,1.4891,0.0043,0.2366,0.9980,0.7791,0.0078,0.0117,0.9991
1_102,0.0241,0.9971,0.8720,0.9893,0.6787,0.1742,0.0067,0.9918
2_221,0.0900,0.6059,0.9811,0.9939,0.0004,0.0039,0.0018,0.9990
1_407,1.2580,0.8545,0.5870,0.9361,0.4761,0.6727,0.0082,0.9942
1_542,0.1645,0.9862,0.2295,0.9971,0.0033,0.0032,0.0023,0.9969
3_59,0.6001,0.9978,0.9955,0.9947,0.6619,0.9946,0.5595,0.9932
1_581,1.0293,0.4170,0.9990,0.9961,0.0733,0.0037,0.0062,0.9983
1_430,0.4707,0.1727,0.0040,0.7722,0.9915,0.0044,0.0068,0.9893
2_225,0.9047,0.3750,0.5076,0.9917,0.8096,0.0080,0.2786,0.9936
3_52,0.7094,0.9925,0.3195,0.9906,0.6655,0.9987,0.9983,0.9982
2_168,0.2628,0.9222,0.9114,0.0214,0.9998,0.9881,0.0034,0.9974
2_174,0.5524,0.7086,0.9997,0.9997,0.6044,0.0004,0.3787,0.9945
2_25,0.2392,0.9921,0.9955,0.9883,0.0070,0.5512,0.7784,0.9899
1_494,0.2333,0.6690,0.9982,0.9973,0.8941,0.0061,0.0086,0.9875
1_43,0.0168,0.6114,0.7138,0.9977,0.1825,0.0014,0.1168,0.9995
1_176,0.1392,0.4776,0.4917,0.9941,0.4511,0.0076,0.0049,0.9921
1_223,0.5660,0.4422,0.9996,0.8096,0.2513,0.0066,0.0048,0.9974
2_130,0.1598,0.5810,0.9957,0.8843,0.9996,0.9998,0.0034,0.9979
2_189,0.3533,0.9937,0.7978,0.9996,0.6674,0.0094,0.4323,0.9991
1_221,0.1262,0.9888,0.9993,0.9971,0.4101,0.0076,0.0198,0.9987
1_250,1.0440,0.2858,0.4889,0.2666,0.1151,0.3076,0.0038,0.9972
2_24,0.0695,0.8178,0.9933,0.9874,0.9995,0.9845,0.5285,0.9941
1_507,0.0166,0.9984,0.9937,0.6579,0.9997,0.0010,0.0041,0.9987
1_239,1.3911,0.4111,0.0101,0.9926,0.8484,0.9966,0.9828,0.9958
1_369,1.1264,0.9234,0.0085,0.9992,0.9871,0.5661,0.0019,0.9962
